prism:url	dc:identifier	dc:title	prism:publicationName	prism:coverDate	citedby-count	affiliation	institution_1	country_1	fundus_in_title	pub_year	abstract
https://api.elsevier.com/content/abstract/scopus_id/85071429283	SCOPUS_ID:85071429283	Who takes what: Using RGB-D camera and inertial sensor for unmanned monitor	Proceedings - IEEE International Conference on Robotics and Automation	2019-05-01	1	National Chiao Tung University Taiwan, Hsinchu, Taiwan	National Chiao Tung University Taiwan	Taiwan	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85071429283
https://api.elsevier.com/content/abstract/scopus_id/85063972093	SCOPUS_ID:85063972093	Deep convolution neural network with scene-centric and object-centric information for object detection	Image and Vision Computing	2019-05-01	6	National Taiwan University, Taipei, Taiwan	National Taiwan University	Taiwan	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063972093
https://api.elsevier.com/content/abstract/scopus_id/85069005325	SCOPUS_ID:85069005325	Multi-scale Spatial-temporal Network for Person Re-identification	ICASSP, IEEE International Conference on Acoustics, Speech and Signal Processing - Proceedings	2019-05-01	2	Xidian University, Xi'an, China	Xidian University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85069005325
https://api.elsevier.com/content/abstract/scopus_id/85065503547	SCOPUS_ID:85065503547	Real-Time Highly Accurate Dense Depth on a Power Budget Using an FPGA-CPU Hybrid SoC	IEEE Transactions on Circuits and Systems II: Express Briefs	2019-05-01	2	University of Oxford, Oxford, United Kingdom	University of Oxford	United Kingdom	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065503547
https://api.elsevier.com/content/abstract/scopus_id/85062235601	SCOPUS_ID:85062235601	OFF-ApexNet on micro-expression recognition system	Signal Processing: Image Communication	2019-05-01	21	National Taipei University of Nursing and Health Sciences, Taipei, Taiwan	National Taipei University of Nursing and Health Sciences	Taiwan	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062235601
https://api.elsevier.com/content/abstract/scopus_id/85069447126	SCOPUS_ID:85069447126	Cross-layer fusion feature network for material defect detection	Journal of Electronic Imaging	2019-05-01	0	Taiyuan University of Science and Technology, Taiyuan, China	Taiyuan University of Science and Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85069447126
https://api.elsevier.com/content/abstract/scopus_id/85065480403	SCOPUS_ID:85065480403	Iterative wavefront tailoring to simplify freeform optical design for prescribed irradiance	Optics Letters	2019-05-01	11	Beijing Institute of Technology, Beijing, China	Beijing Institute of Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065480403
https://api.elsevier.com/content/abstract/scopus_id/85062946726	SCOPUS_ID:85062946726	Alcohol and other drug prevention for older adolescents: It's a no brainer	Drug and Alcohol Review	2019-05-01	2	The University of Sydney, Sydney, Australia	The University of Sydney	Australia	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062946726
https://api.elsevier.com/content/abstract/scopus_id/85073039118	SCOPUS_ID:85073039118	An adaptive face recognition system based on a novel incremental kernel nonparametric discriminant analysis	KSII Transactions on Internet and Information Systems	2019-04-30	2	Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis, Tunis, Tunisia	Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis	Tunisia	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85073039118
https://api.elsevier.com/content/abstract/scopus_id/85061705609	SCOPUS_ID:85061705609	Driver's fatigue recognition based on yawn detection in thermal images	Neurocomputing	2019-04-21	15	AGH University of Science and Technology, Krakow MP, Poland	AGH University of Science and Technology	Poland	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85061705609
https://api.elsevier.com/content/abstract/scopus_id/85065327835	SCOPUS_ID:85065327835	Infrared target tracking algorithm combining deep features and gradient features	IOP Conference Series: Materials Science and Engineering	2019-04-15	0	Air Force Engineering University China, Xi'an, China	Air Force Engineering University China	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065327835
https://api.elsevier.com/content/abstract/scopus_id/85065327337	SCOPUS_ID:85065327337	Jointly Considering Siamese Network and MatchPyramid Network for Text Semantic Matching	IOP Conference Series: Materials Science and Engineering	2019-04-15	1	Beijing University of Posts and Telecommunications, Beijing, China	Beijing University of Posts and Telecommunications	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065327337
https://api.elsevier.com/content/abstract/scopus_id/85083527867	SCOPUS_ID:85083527867	Books and movies recommendation and rating prediction based on collaborative filtering networks	International Journal of Advanced Science and Technology	2019-04-10	0	Kongu Engineering College, Erode, India	Kongu Engineering College	India	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85083527867
https://api.elsevier.com/content/abstract/scopus_id/85064972305	SCOPUS_ID:85064972305	A Cross Complementarity Method for Simultaneous End-Effector Selection and Grasp Planning	8th Annual IEEE International Conference on Cyber Technology in Automation, Control and Intelligent Systems, CYBER 2018	2019-04-10	0	State Key Laboratory of Industrial Control Technology, Hangzhou, China	State Key Laboratory of Industrial Control Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85064972305
https://api.elsevier.com/content/abstract/scopus_id/85064117199	SCOPUS_ID:85064117199	MRCNN: A deep learning model for regression of genome-wide DNA methylation	BMC Genomics	2019-04-04	6	University of Electronic Science and Technology of China, Chengdu, China	University of Electronic Science and Technology of China	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85064117199
https://api.elsevier.com/content/abstract/scopus_id/85055968163	SCOPUS_ID:85055968163	Blind screen content image quality measurement based on sparse feature learning	Signal, Image and Video Processing	2019-04-03	2	Zhejiang University of Science and Technology, Hangzhou, China++Zhejiang University, Hangzhou, China	Zhejiang University of Science and Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85055968163
https://api.elsevier.com/content/abstract/scopus_id/85059552395	SCOPUS_ID:85059552395	A Y-Net deep learning method for road segmentation using high-resolution visible remote sensing images	Remote Sensing Letters	2019-04-03	14	Chinese Academy of Sciences, Beijing, China	Chinese Academy of Sciences	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85059552395
https://api.elsevier.com/content/abstract/scopus_id/85065291154	SCOPUS_ID:85065291154	Real-time 3D high-resolution microscopy of human cells on the international space station	International Journal of Molecular Sciences	2019-04-02	7	Otto von Guericke University of Magdeburg, Magdeburg, Germany++University of Zurich, Zurich, Switzerland	Otto von Guericke University of Magdeburg	Germany	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065291154
https://api.elsevier.com/content/abstract/scopus_id/85063986834	SCOPUS_ID:85063986834	Geospatial object detection on high resolution remote sensing imagery based on Double multi-scale feature Pyramid Network	Remote Sensing	2019-04-01	24	Wuhan University, Wuhan, China	Wuhan University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063986834
https://api.elsevier.com/content/abstract/scopus_id/85056796921	SCOPUS_ID:85056796921	High-quality spectral-spatial reconstruction using saliency detection and deep feature enhancement	Pattern Recognition	2019-04-01	24	Xidian University, Xi'an, China	Xidian University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85056796921
https://api.elsevier.com/content/abstract/scopus_id/85058620795	SCOPUS_ID:85058620795	JPEG steganalysis with combined dense connected CNNs and SCA-GFR	Multimedia Tools and Applications	2019-04-01	6	Sun Yat-Sen University, Guangzhou, China	Sun Yat-Sen University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85058620795
https://api.elsevier.com/content/abstract/scopus_id/85061713973	SCOPUS_ID:85061713973	Perceptually learning multi-view sparse representation for scene categorization	Journal of Visual Communication and Image Representation	2019-04-01	3	State Grid Jiaxing Electric Power Supply Company, -, China	State Grid Jiaxing Electric Power Supply Company	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85061713973
https://api.elsevier.com/content/abstract/scopus_id/85050220394	SCOPUS_ID:85050220394	Automatic extraction of coronary centerline based on model-mapped and inertia-guided minimum path from CTA images	Multimedia Tools and Applications	2019-04-01	0	Nanjing University of Post and TeleCommunications, Nanjing, China	Nanjing University of Post and TeleCommunications	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85050220394
https://api.elsevier.com/content/abstract/scopus_id/85056693451	SCOPUS_ID:85056693451	Zero-Shot Learning via Robust Latent Representation and Manifold Regularization	IEEE Transactions on Image Processing	2019-04-01	10	Guangdong University of Technology, Guangzhou, China	Guangdong University of Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85056693451
https://api.elsevier.com/content/abstract/scopus_id/85070671483	SCOPUS_ID:85070671483	Visual exploration of circulation rolls in convective heat flows	IEEE Pacific Visualization Symposium	2019-04-01	0	Technical University of Munich, Munich, Germany	Technical University of Munich	Germany	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85070671483
https://api.elsevier.com/content/abstract/scopus_id/85064015116	SCOPUS_ID:85064015116	Using hyperspectral crop residue angle index to estimate maize and winter-wheat residue cover: A laboratory study	Remote Sensing	2019-04-01	5	Nanjing University, Nanjing, China++Key Laboratory of Quantitative Remote Sensing in Agriculture of Ministry of Agriculture, Beijing, China	Nanjing University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85064015116
https://api.elsevier.com/content/abstract/scopus_id/85065929921	SCOPUS_ID:85065929921	Multi-View Incremental Segmentation of 3-D Point Clouds for Mobile Robots	IEEE Robotics and Automation Letters	2019-04-01	12	Georgia Institute of Technology, Atlanta, United States	Georgia Institute of Technology	United States	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065929921
https://api.elsevier.com/content/abstract/scopus_id/85062650067	SCOPUS_ID:85062650067	Movie genome: alleviating new item cold start in movie recommendation	User Modeling and User-Adapted Interaction	2019-04-01	22	Politecnico di Milano, Milan, Italy	Politecnico di Milano	Italy	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062650067
https://api.elsevier.com/content/abstract/scopus_id/85052700683	SCOPUS_ID:85052700683	Perception Coordination Network: A Neuro Framework for Multimodal Concept Acquisition and Binding	IEEE Transactions on Neural Networks and Learning Systems	2019-04-01	2	Anhui University, Hefei, China	Anhui University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85052700683
https://api.elsevier.com/content/abstract/scopus_id/85065023132	SCOPUS_ID:85065023132	Morphology-assisted galaxy mass-to-light predictions using deep learning	Astronomy and Astrophysics	2019-04-01	2	Universiteit Gent, Ghent, Belgium	Universiteit Gent	Belgium	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065023132
https://api.elsevier.com/content/abstract/scopus_id/85065390854	SCOPUS_ID:85065390854	Photoacoustic elastography imaging: A review	Journal of Biomedical Optics	2019-04-01	3	Indian Institute of Science Education and Research Thiruvananthapuram, Thiruvananthapuram, India	Indian Institute of Science Education and Research Thiruvananthapuram	India	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065390854
https://api.elsevier.com/content/abstract/scopus_id/85036508889	SCOPUS_ID:85036508889	A hybrid biogeography-based optimization and fuzzy C-means algorithm for image segmentation	Soft Computing	2019-03-29	18	Zhejiang University of Technology, Hangzhou, China	Zhejiang University of Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85036508889
https://api.elsevier.com/content/abstract/scopus_id/85060189621	SCOPUS_ID:85060189621	Combining multilevel feature extraction and multi-loss learning for person re-identification	Neurocomputing	2019-03-21	13	Shanghai Jiao Tong University, Shanghai, China	Shanghai Jiao Tong University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85060189621
https://api.elsevier.com/content/abstract/scopus_id/85045754940	SCOPUS_ID:85045754940	Multi-scale deep context convolutional neural networks for semantic segmentation	World Wide Web	2019-03-15	52	Minjiang University, Fuzhou, China++Nanjing University of Post and TeleCommunications, Nanjing, China	Minjiang University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85045754940
https://api.elsevier.com/content/abstract/scopus_id/85037618562	SCOPUS_ID:85037618562	Low-rank hypergraph feature selection for multi-output regression	World Wide Web	2019-03-15	1	Guangxi Normal University, Guilin, China	Guangxi Normal University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85037618562
https://api.elsevier.com/content/abstract/scopus_id/85059685697	SCOPUS_ID:85059685697	Cross-domain facial expression recognition via an intra-category common feature and inter-category Distinction feature fusion network	Neurocomputing	2019-03-14	15	University of Electronic Science and Technology of China, Chengdu, China	University of Electronic Science and Technology of China	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85059685697
https://api.elsevier.com/content/abstract/scopus_id/85064380136	SCOPUS_ID:85064380136	Time-singularity Power Spectral Distribution and Its Application in the Analysis of Radar Sea Clutter	Journal of Physics: Conference Series	2019-03-14	0	Shanghai Jiao Tong University, Shanghai, China	Shanghai Jiao Tong University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85064380136
https://api.elsevier.com/content/abstract/scopus_id/85063916046	SCOPUS_ID:85063916046	Classification method of LiDAR point cloud based on threedimensional convolutional neural network	Journal of Physics: Conference Series	2019-03-12	2	Air Force Engineering University China, Xi'an, China	Air Force Engineering University China	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063916046
https://api.elsevier.com/content/abstract/scopus_id/85059844775	SCOPUS_ID:85059844775	Emerging vistas in theranostic medicine	International Journal of Pharmaceutics	2019-03-10	11	Narsee Monjee Institute of Management Studies, Mumbai, Mumbai, India	Narsee Monjee Institute of Management Studies, Mumbai	India	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85059844775
https://api.elsevier.com/content/abstract/scopus_id/85063637546	SCOPUS_ID:85063637546	Improved Local Maximal Occurrence Feature Representation for Person Re-Identification	Proceedings of the IEEE International Conference on Software Engineering and Service Sciences, ICSESS	2019-03-08	0	Guangzhou University, Guangzhou, China	Guangzhou University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063637546
https://api.elsevier.com/content/abstract/scopus_id/85063806936	SCOPUS_ID:85063806936	Block-based Temporal Metric for Video Quality Assessment	2019 IEEE International Conference on Consumer Electronics, ICCE 2019	2019-03-06	0	Multicoreware Incorporated, Chennai, India	Multicoreware Incorporated	India	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063806936
https://api.elsevier.com/content/abstract/scopus_id/85063909857	SCOPUS_ID:85063909857	Text-Independent Speaker Identification by Combining MFCC and MVA Features	2018 International Conference on Signal, Image, Vision and their Applications, SIVA 2018	2019-03-05	4	Mohemed Cherif Messaadia University, Algiers, Algeria++PI : MIS Laboratory, Algiers, Algeria	Mohemed Cherif Messaadia University	Algeria	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063909857
https://api.elsevier.com/content/abstract/scopus_id/85063449372	SCOPUS_ID:85063449372	A Lung Disease Classification Based on Feature Fusion Convolutional Neural Network with X-ray Image Enhancement	2018 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA ASC 2018 - Proceedings	2019-03-04	2	Beijing University of Technology, Beijing, China	Beijing University of Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063449372
https://api.elsevier.com/content/abstract/scopus_id/85063434500	SCOPUS_ID:85063434500	Image Retrieval using CNN and Low-level Feature Fusion for Crime Scene Investigation Image Database	2018 Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA ASC 2018 - Proceedings	2019-03-04	2	Ministry of Public Security of the People's Republic of China, Beijing, China++Xi'an Institute of Posts and Telecommunications, Xi'an, China++Cereal Science International Joint Research Center, Xi'an, China	Ministry of Public Security of the People's Republic of China	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063434500
https://api.elsevier.com/content/abstract/scopus_id/85067845260	SCOPUS_ID:85067845260	Multi-poses face frontalization based on pose weighted GAN	Proceedings of 2019 IEEE 3rd Information Technology, Networking, Electronic and Automation Control Conference, ITNEC 2019	2019-03-01	3	Beijing University of Posts and Telecommunications, Beijing, China	Beijing University of Posts and Telecommunications	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85067845260
https://api.elsevier.com/content/abstract/scopus_id/85067882021	SCOPUS_ID:85067882021	Object recognition in remote sensing images using combined deep features	Proceedings of 2019 IEEE 3rd Information Technology, Networking, Electronic and Automation Control Conference, ITNEC 2019	2019-03-01	4	Beijing Institute of Remote Sensing Information, Beijing, China	Beijing Institute of Remote Sensing Information	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85067882021
https://api.elsevier.com/content/abstract/scopus_id/85064120702	SCOPUS_ID:85064120702	Image semantic segmentation with finer edges and complete parts from bounding box annotations	Journal of Electronic Imaging	2019-03-01	2	National University of Defense Technology, Changsha, China	National University of Defense Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85064120702
https://api.elsevier.com/content/abstract/scopus_id/85059634340	SCOPUS_ID:85059634340	A propagation-DNN: Deep combination learning of multi-level features for MR prostate segmentation	Computer Methods and Programs in Biomedicine	2019-03-01	12	The University of Sydney, Sydney, Australia	The University of Sydney	Australia	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85059634340
https://api.elsevier.com/content/abstract/scopus_id/85055692060	SCOPUS_ID:85055692060	Unified confidence estimation networks for robust stereo matching	IEEE Transactions on Image Processing	2019-03-01	16	Yonsei University, Seoul, South Korea	Yonsei University	South Korea	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85055692060
https://api.elsevier.com/content/abstract/scopus_id/85062849735	SCOPUS_ID:85062849735	Multi-oriented and scale-invariant license plate detection based on convolutional neural networks	Sensors (Switzerland)	2019-03-01	11	Wuhan University, Wuhan, China	Wuhan University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062849735
https://api.elsevier.com/content/abstract/scopus_id/85065475503	SCOPUS_ID:85065475503	Spontaneous smile intensity estimation by fusing saliency maps and convolutional neural networks	Journal of Electronic Imaging	2019-03-01	0	Beijing Normal University, Beijing, China	Beijing Normal University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85065475503
https://api.elsevier.com/content/abstract/scopus_id/85058310223	SCOPUS_ID:85058310223	Transferring deep neural networks for the differentiation of mammographic breast lesions	Science China Technological Sciences	2019-03-01	10	Shenzhen Institute of Advanced Technology, Shenzhen, China	Shenzhen Institute of Advanced Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85058310223
https://api.elsevier.com/content/abstract/scopus_id/85042116949	SCOPUS_ID:85042116949	Multi-view depth-based pairwise feature learning for person-person interaction recognition	Multimedia Tools and Applications	2019-03-01	4	Hebei University of EcoNomics and Business, Shijiazhuang, China	Hebei University of EcoNomics and Business	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85042116949
https://api.elsevier.com/content/abstract/scopus_id/85070441217	SCOPUS_ID:85070441217	Accelerating CNN-RNN Based Machine Health Monitoring on FPGA	Proceedings 2019 IEEE International Conference on Artificial Intelligence Circuits and Systems, AICAS 2019	2019-03-01	0	Tsinghua University, Beijing, China	Tsinghua University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85070441217
https://api.elsevier.com/content/abstract/scopus_id/85074384784	SCOPUS_ID:85074384784	An Subarea Localization Algorithm based on Combination Features using Representative Audio Fingerprint	Proceedings of 2019 IEEE International Conference on Artificial Intelligence and Computer Applications, ICAICA 2019	2019-03-01	2	Guilin University of Technology, Guilin, China	Guilin University of Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85074384784
https://api.elsevier.com/content/abstract/scopus_id/85061379764	SCOPUS_ID:85061379764	Solution-Processed All-Perovskite Multi-junction Solar Cells	Joule	2019-02-20	56	University of Oxford, Oxford, United Kingdom	University of Oxford	United Kingdom	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85061379764
https://api.elsevier.com/content/abstract/scopus_id/85063134947	SCOPUS_ID:85063134947	A Hybrid of Deep Sentence Representation and Local Feature Representation Model for Question Answer Selection	Proceedings - 2018 International Conference on Cyber-Enabled Distributed Computing and Knowledge Discovery, CyberC 2018	2019-02-19	1	Beihang University, Beijing, China	Beihang University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063134947
https://api.elsevier.com/content/abstract/scopus_id/85056181393	SCOPUS_ID:85056181393	Multi-resolution attention convolutional neural network for crowd counting	Neurocomputing	2019-02-15	23	Shandong University, Jinan, China	Shandong University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85056181393
https://api.elsevier.com/content/abstract/scopus_id/85062868521	SCOPUS_ID:85062868521	Polarimetric SAR image classification by multitask sparse representation learning	Proceedings - 7th International Conference on Digital Home, ICDH 2018	2019-02-04	0	Nanchang Hangkong University, Nanchang, China	Nanchang Hangkong University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062868521
https://api.elsevier.com/content/abstract/scopus_id/85062876751	SCOPUS_ID:85062876751	From recommendation to generation: A novel fashion clothing advising framework	Proceedings - 7th International Conference on Digital Home, ICDH 2018	2019-02-04	1	Sun Yat-Sen University, Guangzhou, China	Sun Yat-Sen University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062876751
https://api.elsevier.com/content/abstract/scopus_id/85063272735	SCOPUS_ID:85063272735	A novel face recognition algorithm based on the combination of LBP and CNN	International Conference on Signal Processing Proceedings, ICSP	2019-02-02	3	Shenzhen University, Shenzhen, China	Shenzhen University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85063272735
https://api.elsevier.com/content/abstract/scopus_id/85055053733	SCOPUS_ID:85055053733	Aircraft target detection using multimodal satellite-based data	Signal Processing	2019-02-01	4	Jilin Jianzhu University, Changchun, China	Jilin Jianzhu University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85055053733
https://api.elsevier.com/content/abstract/scopus_id/85055025873	SCOPUS_ID:85055025873	An Adaptive Multifeature Method for Semiautomatic Road Extraction from High-Resolution Stereo Mapping Satellite Images	IEEE Geoscience and Remote Sensing Letters	2019-02-01	4	Wuhan University, Wuhan, China	Wuhan University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85055025873
https://api.elsevier.com/content/abstract/scopus_id/85070656065	SCOPUS_ID:85070656065	Signal processing algorithm for active aperture synthesis systems	2019 15th International Conference on the Experience of Designing and Application of CAD Systems, CADSM 2019 - Proceedings	2019-02-01	5	National Aerospace University “Kharkiv Aviation Institute”, Kharkiv, Ukraine	National Aerospace University “Kharkiv Aviation Institute”	Ukraine	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85070656065
https://api.elsevier.com/content/abstract/scopus_id/85055164996	SCOPUS_ID:85055164996	A Soft Computing Framework for Image Classification Based on Recurrence Plots	IEEE Geoscience and Remote Sensing Letters	2019-02-01	8	Universidade Estadual de Campinas, Campinas, Brazil	Universidade Estadual de Campinas	Brazil	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85055164996
https://api.elsevier.com/content/abstract/scopus_id/85060463925	SCOPUS_ID:85060463925	Iterative fusion convolutional neural networks for classification of optical coherence tomography images	Journal of Visual Communication and Image Representation	2019-02-01	13	Hunan University, Changsha, China	Hunan University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85060463925
https://api.elsevier.com/content/abstract/scopus_id/85041835703	SCOPUS_ID:85041835703	Direction Selective Contour Detection for Salient Objects	IEEE Transactions on Circuits and Systems for Video Technology	2019-02-01	6	Institute for Computer Science and Control, Budapest, Hungary	Institute for Computer Science and Control	Hungary	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85041835703
https://api.elsevier.com/content/abstract/scopus_id/85055940789	SCOPUS_ID:85055940789	Classification of contrast-enhanced spectral mammography (CESM) images	International Journal of Computer Assisted Radiology and Surgery	2019-02-01	4	Tel Aviv University, Tel Aviv-Yafo, Israel	Tel Aviv University	Israel	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85055940789
https://api.elsevier.com/content/abstract/scopus_id/85043999092	SCOPUS_ID:85043999092	Learning skeleton representations for human action recognition	Pattern Recognition Letters	2019-02-01	13	Università di Salerno, Salerno, Italy	Università di Salerno	Italy	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85043999092
https://api.elsevier.com/content/abstract/scopus_id/85061116896	SCOPUS_ID:85061116896	Automatic recognition of ripening tomatoes by combining multi-feature fusion with a bi-layer classification strategy for harvesting robots	Sensors (Switzerland)	2019-02-01	10	Nanjing Agricultural University, Nanjing, China	Nanjing Agricultural University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85061116896
https://api.elsevier.com/content/abstract/scopus_id/85061557918	SCOPUS_ID:85061557918	Forecasting stock prices with a feature fusion LSTM-CNN model using different representations of the same data	PLoS ONE	2019-02-01	42	Ajou University, Kyonggi-do, South Korea	Ajou University	South Korea	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85061557918
https://api.elsevier.com/content/abstract/scopus_id/85056483175	SCOPUS_ID:85056483175	Contactless optical measurement methods for glass beams and composite timber-glass I-beams	Measurement: Journal of the International Measurement Confederation	2019-02-01	7	Politechnika Krakowska, Krakow, Poland	Politechnika Krakowska	Poland	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85056483175
https://api.elsevier.com/content/abstract/scopus_id/85062697084	SCOPUS_ID:85062697084	Multi-scale object detection by top-down and bottom-up feature pyramid network	Journal of Systems Engineering and Electronics	2019-02-01	7	Beijing Institute of Technology, Beijing, China	Beijing Institute of Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062697084
https://api.elsevier.com/content/abstract/scopus_id/85047107083	SCOPUS_ID:85047107083	Integrating EEG and MEG Signals to Improve Motor Imagery Classification in Brain-Computer Interface	International Journal of Neural Systems	2019-02-01	27	Institut du Cerveau et de la Moelle Épinière, Paris, France++INRIA Institut National de Recherche en Informatique et en Automatique, Le Chesnay, France++CNRS Centre National de la Recherche Scientifique, Paris, France++Sorbonne Universite, Paris, France++Inserm, Paris, France	Institut du Cerveau et de la Moelle Épinière	France	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85047107083
https://api.elsevier.com/content/abstract/scopus_id/85062767668	SCOPUS_ID:85062767668	Robust Image Hashing Based on Hybrid Approach of Scale-Invariant Feature Transform and Local Binary Patterns	International Conference on Digital Signal Processing, DSP	2019-01-31	0	Hohai University Changzhou, Changzhou, China	Hohai University Changzhou	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062767668
https://api.elsevier.com/content/abstract/scopus_id/85066447256	SCOPUS_ID:85066447256	Weakly supervised semantic segmentation and optimization algorithm based on multi-scale feature model	Tongxin Xuebao/Journal on Communications	2019-01-25	0	North China University of Technology, Beijing, China	North China University of Technology	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85066447256
https://api.elsevier.com/content/abstract/scopus_id/85062395609	SCOPUS_ID:85062395609	Music era classification using hierarchical-level fusion	2018 International Conference on Advanced Computer Science and Information Systems, ICACSIS 2018	2019-01-17	2	Universitas Indonesia, Depok, Indonesia	Universitas Indonesia	Indonesia	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85062395609
https://api.elsevier.com/content/abstract/scopus_id/85040361042	SCOPUS_ID:85040361042	Splicing image forgery identification based on artificial neural network approach and texture features	Cluster Computing	2019-01-16	9	Universiti Teknologi Malaysia, Johor Bahru, Malaysia	Universiti Teknologi Malaysia	Malaysia	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85040361042
https://api.elsevier.com/content/abstract/scopus_id/85057058804	SCOPUS_ID:85057058804	Low molecular weight PEI-based fluorinated polymers for efficient gene delivery	European Journal of Medicinal Chemistry	2019-01-15	7	Sichuan University, Chengdu, China	Sichuan University	China	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85057058804
https://api.elsevier.com/content/abstract/scopus_id/85061918001	SCOPUS_ID:85061918001	Color Based HDR Image Retrieval using HSV Histogram and Color Moments	Proceedings of IEEE/ACS International Conference on Computer Systems and Applications, AICCSA	2019-01-14	0	Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis, Tunis, Tunisia	Université de Tunis El Manar, Ecole Nationale d'Ingénieurs de Tunis	Tunisia	0	2019	https://api.elsevier.com/content/abstract/scopus_id/85061918001
